property_name,additional_info,address,area,city,hotel_category,hotel_facilities,hotel_star_rating,province,review_count_by_category,room_count,room_facilities,room_type,site_review_rating,state
CotsVilla Resort Topslip,Room Service|Internet Access|Restaurant|Free Internet,"Minor Padi, Near Forest Check Post, Sethumadai, Pollachi - 642 133. Tamil Nadu, India.","Forest Check Post, Sethumadai, Topslip Area",Pollachi,regular,"Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Library|Night Club|Parking Facilities Available|Pets Allowed|Front Desk|Spa On Site - Chargeable|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Dance Performances (on demand)|Catering|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Fire Place Available |Free Local Calls|Picnic Area|Clubhouse|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda|Open Air Restaurant / Dining |Transfers Available|Horse Ride ( Chargeable ) |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Meditation Room|Taxi Services|Badminttion Court|Mini Theatre|Karaoke |Campfire / Bon Fire|Food Facility| Drivers Rest Room|Internet Access Free|Children's Park|Family Room|Parking (Surcharge)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service|Fire Safety|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Pest Control Facility|Public Restrooms|Speciality Restaurant |Suites",3,Pollachi,positive reviews::10|critical reviews::3|reviews with images::2,14,"Air Conditioning |Balcony / Terrace|Ceiling Fan|Shower Facility Available|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Bathtub Only|Wardrobe|Sofa Table / Extra Seats |Snacks / Beverage|Mirror|Custom Duvets / Linen|Dressing Area|Luggage Rack|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Dustbins|In-room Storage Space|Rooms with Attached Bathrooms|Sufficient Lighting",Dukes Cottage,3.7,Tamil Nadu
Colonels Cottage,,"New Nagaur Road, Mandore",Others,Jodhpur,regular,Doctor on Call|Parking Facilities Available|Front Desk,0,Jodhpur,,6,Room Service |Basic Bathroom Amenities|Ceiling Fan|Dustbins,super deluxe,,Rajasthan
De Meridian Hotel And Restaurant,,"NH 58, Sona Enclave, Modinagar","NH 58, Sona Enclave",Modinagar,regular,Parking Facilities Available|Front Desk,1,Modinagar,,16,Room Service |Basic Bathroom Amenities|Ceiling Fan,ac room,,Uttar Pradesh
DELIZA RESIDENCY,,"Vazhani Road, Wadakanchery  Thrissur District  680582 Kerala, India","Vazhani Road, Wadakanchery",Thrissur,regular,Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms,0,Thrissur,,4,"Room Service |Air Conditioning |Basic Bathroom Amenities| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries",DELUXE ROOM,,Kerala
Country Inn &amp; Suites By Carlson Delhi Saket,Room Service|Gym/Spa|Restaurant,"A1, Dlf South Court, District Center, Saket  New Delhi, Delhi",Saket,Delhi,regular,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Translation Services|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Disabled Friendly Rooms|Fax Machine|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Limousine Service Available|Wheelchair Accessibility - Room|Smoking Area |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Board Room|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility,4,Delhi,positive reviews::337|critical reviews::22|reviews with images::29,57,Room Service |Alarm Clock|Video/ DVD/ CD Player Available|Reading Lamps|Shower Caps Available|Shoe Shine|Housekeeping|Desk in Room|Toiletries|Slippers|Shaving Kit /Dental Kit|Wardrobe|HD / LCD Satellite TV |Bathrobes|Electronic Weighing Machine|Movies &amp; Games on demand|Luggage Rack|Attached Bathroom,Superior King Room,4.2,Delhi
Dandeli Jungle Camp,Room Service,Dandeli,Main Town,Dandeli,regular,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Room Service (24 Hours)|Adjoining Rooms|RO Water Purification System,0,Dandeli,,5,Room Service |Basic Bathroom Amenities|Ceiling Fan|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Window Opens|Attached Bathroom|Rooms with Attached Bathrooms,Cottage Room,,Karnataka
Corbett Mango Bloom,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,"Ranikhet Road, Mohaan Village",Village Mohaan,Corbett,regular,,4,Corbett,positive reviews::13|critical reviews::1|reviews with images::0,20,Air Conditioning |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Crockery / Cutlery|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Tea Coffee Kettle / Maker|Full Kitchen|Microwave Oven Available |Refrigerator|Shared Bathroom|Stove / Oven|Telephone|TV,Mango Bloom Suite,4.3,Uttarakhand
City Hotel,Room Service|Restaurant|Free Internet,"N.H.30, New Bypass Road, Karmalichak, Patna City, NEAR BUDDHA TOYOTA SHOWROOM, Adjacent to Dildarganj Toll Plaza.",Others,Patna,regular,"Banquet Facilities|Business Center |Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|Conference Facility |Smoking Rooms|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Transfers Available|Extra Person / Child - Share the same room|Car Rental|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Baggage Room|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility",0,Patna,positive reviews::22|critical reviews::6|reviews with images::4,46,,Standard Room Non Ac,3.7,Bihar
Compact Langford Homes,Room Service|Free Internet,"LANGFORD HOMES 14/8, 2nd cross, Langford road, Shanthinagar",City Center - Mg Road / Near,Bangalore,regular,Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Separate Sitting Area|Extra Person / Child - Share the same room|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|RO Water Purification System|Parking Facility|Room Service,0,Bangalore,positive reviews::5|critical reviews::0|reviews with images::3,2,"Room Service |Air Conditioning |Basic Bathroom Amenities|Internet Connection In Room|Telephone|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Makeup / Shaving Mirror|Wardrobe|HD / LCD Satellite TV |Split A.C's|TV|Mirror|Luggage Rack|Attached Bathroom",Standard Room,4.4,Karnataka
Dandami Resort Chitrakote Cottages,Restaurant,"Near Chitrakote Waterfall, P.S.-Chitrakote, P.O.-Lohandiguda, Chitrakote",Chitrakote Road,Jagdalpur,regular,Parking Facilities Available|Gardens|Catering|Suitable For Children|Coffee Shop / Cafe|Kitchen available (home cook food on request)|Boating|Private Beach|Nature Walk|Veranda|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Car Rental|Campfire / Bon Fire|Food Facility|Children's Park|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Restaurant|Fishing,0,Jagdalpur,positive reviews::24|critical reviews::2|reviews with images::12,16,"Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Breakfast Available (surcharge)|Extra Bed, Towels, Linens, Bedding (on request)|Makeup / Shaving Mirror|TV|Attached Bathroom",AC Cottage,4.3,Chhattisgarh
Dal Fog Guest House,,"Abi Buchwara, Dalgate, Srinagar - 190001, Gulab Mohala",Others,Srinagar,regular,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup,0,Srinagar,,13,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Breakfast Available (surcharge)|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|TV|Dressing Area|Luggage Rack|Attached Bathroom|Closet|Daily Room Cleaning|Dustbins,Double Bedded,,Jammu and Kashmir
City Square,Room Service,"No:2  3, Bannimantap Main Road, OPP: KSRTC Bus Depot",Bus Stand/Railway Station Area,Mysore,regular,Currency Exchange|Doctor on Call|Laundry Service Available|Local Tour / Travel Desk|24 Hour Front Desk|Wake-up Call / Service|Car Rental|Room Service (24 Hours),0,Mysore,positive reviews::12|critical reviews::2|reviews with images::3,14,,Non A/c Apartments,4.1,Karnataka
Cozy Residency,Room Service,"Nagar Nigam Road Near Krishna Talkies,Jabalpur, India",Civil Line,Jabalpur,regular,Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Taxi Services|Food Facility|RO Water Purification System|Room Service,1,Jabalpur,positive reviews::3|critical reviews::2|reviews with images::0,26,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Iron / Ironing board available|Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Window Opens|Room Heater|Mirror|Dressing Area|Luggage Rack|Attached Bathroom",Non AC Room,2.4,Madhya Pradesh
Comfort Inn Heritage,Room Service|Internet Access|Restaurant,"Sant Savta Marg, Opp. Gloria Church, Byculla, Mumbai",Parel,Mumbai,regular,Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Porter / Bellhop|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|ATM / Banking|Electronic / Magnetic Keys|Wheelchair Accessibility - Room|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility|Newspapers In Lobby|Electronic Check-Out|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Paid Transfers|Public Restrooms|Security at All Hotel Entrances,4,Mumbai,positive reviews::41|critical reviews::5|reviews with images::2,65,Air Conditioning |Mini bar - On Charge |Telephone| Hot / Cold Running Water|Safe - In - Room,Superior Room,4.2,Maharashtra
Corbett Adventure Resort,Room Service|Swimming Pool|Restaurant,"Village Bailparao, Ramnagar-Nainital Road",Village Bailparao,Corbett,regular,Swimming Pool|Doctor on Call|Games Zone|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Table Tennis|Power Backup|Gardens|Conference Facility |Safari|Nature Walk|Badminttion Court|Campfire / Bon Fire|Outdoor Parking - Secured|Room Service|Recreation Zone,3,Corbett,positive reviews::18|critical reviews::4|reviews with images::8,24,Air Conditioning |Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Telephone| Hot / Cold Running Water|Housekeeping|Window Opens|Coffee Table|HD / LCD Satellite TV |TV|Mirror|Bedside Table|Daily Room Cleaning|Modern Toilet Facilities|Western Toilet Seat,Deluxe Village Huts,4,Uttarakhand
Corbett Tulsi Palace,Restaurant,"NH - 121, Vill. Taanda,Ramnagar",Ramnagar,Corbett,regular,Doctor on Call|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Gardens|Car Rental|Parking Facility,1,Corbett,positive reviews::1|critical reviews::0|reviews with images::0,16,,Luxury,3,Uttarakhand
Da Bay Inn,Restaurant,"Sea Shore Road, Haddo",Aberdeen Bazar,Port Blair,regular,Front Desk|Multi Cuisine Restaurant,0,Port Blair,positive reviews::12|critical reviews::6|reviews with images::1,32,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available,Standard Non Sea Facing Room,3.6,Andaman and Nicobar Islands
COTTON COUNTY RESORT MANAGED BY THE VERDA,Room Service|Gym/Spa|Swimming Pool|Restaurant|Free Internet,Opp Hubli Airport Gokul road,"Airport Area, Gokul Road",Hubli,regular,Swimming Pool|Banquet Facilities|Bar / Lounge |Billiards|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Squash court|Table Tennis|Tennis Court|Local Tour / Travel Desk|Major Credit Cards Accepted|Luggage Storage|Welcome Drinks|Power Backup|Gardens|Wedding Services Facility|Wake-up Call / Service|Separate Sitting Area|Coffee Shop / Cafe|Kitchen available (home cook food on request)|Picnic Area|Pool Table|Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Kids Play Zone|Water Dispenser Available|Taxi Services|Badminttion Court|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Party hall|Baggage Room|Outdoor Parking - Secured|Parking Facility,3,Hubli,positive reviews::61|critical reviews::12|reviews with images::9,31,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Tea Coffee Kettle / Maker|Mini bar - On Charge |Mineral Water|Breakfast Available|Split A.C's|TV|Mini Refrigerator,EXECUTIVE ROOM,4.1,Karnataka
Devi Lodge,,main road annavaram,"Main Road,Opposite to uphill ghat rooad",Annavaram,regular,Concierge|Doctor on Call|Parking (Surcharge),0,Annavaram,positive reviews::3|critical reviews::0|reviews with images::0,6,Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom,Standard Non AC,4.4,Andhra Pradesh
Delight Hotels Sushanta Awaas,Room Service|Internet Access|Restaurant|Free Internet,"Nam Nang Road, Opp. Hotel Galaxy, Near M G Marg,Gangtok -  737101",M G Marg,Gangtok,regular,Internet Access - Surcharge|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Medical Assistance Available|Power Backup|Gardens|Catering|Wake-up Call / Service|Suitable For Children|Kitchen available (home cook food on request)|Smoking Area |Transfers Available|Car Rental|Food Facility|Internet Access Free|Newspapers In Lobby|Parking (Surcharge)|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Porter Services Available,2,Gangtok,positive reviews::82|critical reviews::34|reviews with images::25,13,Room Service |Basic Bathroom Amenities|Breakfast Available (surcharge)|Newspapers| Hot / Cold Running Water|Housekeeping|Breakfast Available|Window Opens|Makeup / Shaving Mirror|Safe - In - Room |Coffee Table|Wardrobe|Snacks / Beverage|Private Garden|TV|Mirror|Attached Bathroom|Clothes Hook in Bathroom|Daily Room Cleaning|Modern Toilet Facilities|Sufficient Lighting|Western Toilet Seat,Standard Room (Double Sharing),3.7,Sikkim
Dalhousie Cottage,Room Service,khajjiar dalhousie,Khajjiar Road,Dalhousie,regular,Parking Facilities Available|Front Desk|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,Dalhousie,,1,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Mirror,Cottage,,Himachal Pradesh
Coorg Woodside,Room Service,"Kattemade Village, Madikeri, Kodagu,, Madikeri",Madikeri,Coorg,regular,Doctor on Call|Parking Facilities Available|Room Service,1,Coorg,,4,"Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|TV|Attached Bathroom",Standard Room,,Karnataka
County Pep Holiday Home,Room Service,"On the Way to Kuruva Island,Near Telephone Exchange Payyampally",Others,Wayanad,regular,Doctor on Call|Medical Assistance Available|Power Backup|Parking Facility|Room Service,3,Wayanad,,7,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|HD / LCD Satellite TV,Deluxe Room,,Kerala
Dev Homestay,Room Service|Internet Access,"Village Lower Dhudli, ragyan Bhont Road",Others,Shimla,regular,Doctor on Call|Internet Access - Surcharge|Parking Facilities Available|Front Desk|Doorman|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk,0,Shimla,,9,Room Service |Basic Bathroom Amenities|Ceiling Fan|Telephone|Newspapers|Reading Lamps| Hot / Cold Running Water|Housekeeping|Makeup / Shaving Mirror|Handheld Showers|Coffee Table|TV|Mirror|Attached Bathroom|Bedside Table|Complete Bedding|Daily Room Cleaning|Dustbins|Rooms with Attached Bathrooms|Sufficient Lighting,DELUXE  ROOM,,Himachal Pradesh
Club 9 Munnar,Room Service|Restaurant,Devikulam Munnar. Kerala. India.,Devikulam,Munnar,regular,Doctor on Call|Laundry Service Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Room Service (24 Hours)|Parking Facility,2,Munnar,positive reviews::3|critical reviews::2|reviews with images::0,25,,Standard Room,3.3,Kerala
CONTINENTAL HOTEL,,"Near Roadways Bus Station, Lakhimpur, Lakhimpur Kheri UP, Lakhimpur Kheri - 262701",Chhawani Bazaar,Bahraich,regular,,0,Bahraich,,24,,AC SINGLE BED,,Uttar Pradesh
Dera Village Retreat,Restaurant,"Village Kalakho,Tehsil Sikari, Distict Dausa,Rajasthan","Talabgaon, Lalsoat",Dausa,regular,Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Extra Person / Child - Share the same room|Campfire / Bon Fire|Newspapers In Lobby|RO Water Purification System|Outdoor Parking - Secured|Restaurant|Fire Safety|First-Aid Kit at Front Desk|Public Restrooms,0,Dausa,,17,"Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Shaving Kit /Dental Kit|Sofa Table / Extra Seats |Bedside Table|Clothes Hook in Bathroom|Curtains/Shades|Daily Room Cleaning|Extra Toilteries on Demand|Modern Toilet Facilities|Rooms with Attached Bathrooms",AC Cottages,,Rajasthan
